"","X","countries","countrycode","AverageGDPrate","GDP","birdspeciesthreatened","ln_landarea","Gov","average_population_density","mammalspeciesthreatened","Price_Index_yr2011","terrestrialprotectedareasoftotal","ln_popdnsty","constant","AvgCO2ReductionPercent","new_domexp","ln_newdomexp","AvgAgGrowth","GDPmultiplier","X2030GDP","iso3c.x","aglandpercent","futureagland","growthmultiplier_agland","futureco2level","growthmultiplier_co2ems.x","iso3c.y","co2emissions","AvgCO2Growth","iso3c","co2ppp","futureco2levelppp","growthmultiplier_co2ems.y","ln_futureGDP","ln_futureAgLand","ln_futureco2ppp","futureGDP_sq","ln_rishman","ExpRishman","mlr1Expenditures","oilrentsofgdp","terrestrialandmarineprotectedare","RishmanNeeds","mlr1Needs","SPCO2growth","SPAgGrowth","ExpRishmanSP","Expmlr1SP","RishmanNeedsSP","Mlr1NeedsSP"
"13",13,"Azerbaijan","AZE",0.0301246273805814,46939529411.7647,17,11.3224,-1.186659,112.104,8,58.8497,10.1534,4.71942701186792,1,-2.21045022061918,NA,NA,0.031704138754456,1.03012462738058,67021782172.3096,"AZE",57.7355751784202,57.9923678856175,1.00031704138754,53188.0528211181,1.02210450220619,"AZE",37487.741,2.21045022061918,"AZE",0.220763786069101,0.0434588521675283,0.903408975709952,24.9282835105509,4.06031141370893,-3.13594071574221,621.419318782405,16.7118085659199,18106989.2103527,17540815.3231126,26.1292,5.51902,112828168.732257,27690150.8321667,0,0,17991825.5240921,14664285.6164847,112172038.823585,23250390.0814213
"14",14,"Bahamas","BHS",0,12424500000,10,9.21134,1.528742,36.0958,5,122.408,34.8224,3.5861765150801,1,-4.4051163659327,NA,NA,0.871794871794872,1,12424500000,"BHS",1.3986013986014,1.57932110121879,1.00871794871795,4816.64715081353,1.04405116365933,"BHS",2416.553,4.4051163659327,"BHS",0.213897622965748,0.301876842330111,1.02176610091139,23.2429361666707,0.456995071925863,-1.19773615163703,540.234081647929,15.7179220172863,6702036.66008627,9898646.55725472,0.023857,6.11682,9782724.31057953,15845301.8802977,0,0,6690904.14070199,5524626.31733588,6758786.38085474,8970023.78139407
"15",15,"Bahrain","BHR",0.0368316325515434,37746196808.5106,7,6.641584,0.3325953,1666.14,3,71.9713,6.64783,7.41826485280961,1,-6.81620022944134,NA,NA,-0.42486569670891,1.03683163255154,58260212276.1876,"BHR",11.0539846325564,10.4143331936365,0.995751343032911,90005.2400605313,1.06816200229441,"BHR",31338.182,6.81620022944134,"BHR",0.506246551444879,0.469203461751444,0.995262052670503,24.7881852320719,2.34318304900865,-0.756718784243155,614.45412709951,15.1377785398162,3751921.02388726,1465360.76418518,3.20113,1.68916,6455382.44890201,2457348.88383066,0,0,3787850.64474309,1011201.40182362,4527824.31583974,1711126.46425484
"16",16,"Bangladesh","BGD",0.0640956734232698,274024958965.892,36,11.7766,-1.887096,1160.73,37,40.2503,4.60731,7.05680439651252,1,-6.9068430078472,NA,NA,-0.0917782338478915,1.06409567342327,577508325909.201,"BGD",70.6323266569678,69.7301694795907,0.999082217661521,213077.585197398,1.06906843007847,"BGD",73189.653,6.9068430078472,"BGD",0.146150671469164,0.118282318879745,0.986864299706713,27.0819886963972,4.24463307174181,-2.13468097918712,733.434111751787,18.32085193678,90499233.2971915,65696811.863301,0.855862,4.88866,121842635.052624,100428733.48296,0,0,91753667.9492968,41134513.3156357,113121963.048656,63601939.9604955
"17",17,"Barbados","BRB",0,5.145e+09,4,6.063785,2.132025,658.168,3,130.035,1.29674,6.48946021788587,1,-0.131586887535747,44000,10.6919449129004,-4.532992007992,1,5.145e+09,"BRB",23.2558139534884,12.1472482653394,0.95467007992008,1299.50503818784,1.00131586887536,"BRB",1272.449,0.131586887535747,"BRB",0.26495372223739,0.187800295685643,0.978718709275947,22.3612912062324,2.49710266391706,-1.67237613773827,500.027344409927,14.593195147582,2176427.10502855,653259.243127779,NA,0.008971,NA,1117247.94987281,0,0,2587588.9789105,3032961.23855089,NA,4996868.50826418
"18",18,"Belarus","BLR",0.0247454839180356,59662495092.2654,9,12.22061,-1.002079,46.8314,4,43.4602,9.40566,3.84655391811481,1,-0.914985104632344,NA,NA,-0.488833265485663,1.02474548391804,80000659683.4392,"BLR",42.0354891269939,39.2483641573456,0.995111667345143,73459.6837150774,1.00914985104632,"BLR",63497.772,0.914985104632344,"BLR",0.353667508307162,0.125724427121077,0.937403415167778,25.1053007176293,3.66990976584003,-2.07366285353757,630.276124122597,16.9390488644257,22726651.4038912,14980662.529399,0,9.40608,45607790.6688844,23739669.6181136,0,0,23669372.5299526,17102755.0148763,22536058.9122139,27015251.859678
"19",19,"Belgium","BEL",0.0115713161833701,542761092103.469,8,10.31824,2.838679,364.527,2,150.393,23.2656,5.89860062277944,1,1.5925341931619,NA,NA,-0.210469802737104,1.01157131618337,623112955628.416,"BEL",44.6103054434653,43.3136605697591,0.997895301972629,72204.9381352962,0.984074658068381,"BEL",93350.819,-1.5925341931619,"BEL",0.185359852575068,0.0739621275325943,0.944195893992004,27.1579936484942,3.76846807185253,-2.6042021068873,737.556619011653,19.075795087532,192536265.764872,222448474.205385,3.56898,24.6255,166594204.24772,330101743.122493,0,0,196197514.168165,273586312.41444,263414617.741596,403947542.133947
"20",20,"Belize","BLZ",0.0220404307567894,1871203164.08274,6,10.03495,-0.9867359,14.8039,10,74.1348,37.6796,2.69489065957,1,-3.29530840525048,8511500,15.9569287482368,0.517483481664915,1.02204043075679,2430736369.93188,"BLZ",7.01446733888645,7.5401016107329,1.00517483481665,831.637807352089,1.0329530840525,"BLZ",495.045,3.29530840525048,"BLZ",0.171275590739644,0.143161738010126,0.988856375669809,21.6114600812875,2.02023565815358,-1.94378025282463,467.055206845081,14.2656226384521,1568487.97253595,1898119.65610114,3.83692,20.5909,4038492.51727149,3163078.38850648,0,0,1555040.97741907,1265064.69096118,3288635.16299889,2129065.36896829
"21",21,"Benin","BEN",0.0449151544154071,10354274634.9108,12,11.63302,-0.9928355,86.7072,13,58.4917,29.3722,4.46253692532115,1,-10.8561898201689,NA,NA,1.20060794815404,1.04491515441541,17542521342.0293,"BEN",33.2564739269244,39.3042850813169,1.01200607948154,32866.6431213916,1.10856189820169,"BEN",6318.241,10.8561898201689,"BEN",0.29047614453868,0.561584427563922,1.0420631455528,23.5878935616799,3.67133354807933,-0.576993155351703,556.388722677141,16.2810099235986,11769357.8976578,21586878.6483019,0.105009,25.2719,12259297.2873452,33905559.45877,0,0,10743873.067374,5981606.80901361,16690172.054027,9693224.56310742
"22",22,"Bermuda","BMU",0,5728559844.24526,3,3.988984,2.467345,1200.26,4,201.628,3.22661,7.09029347897393,1,-1.59142262854259,NA,NA,-2.49999981373547,1,5728559844.24526,"BMU",5.55555567819886,3.89755395418131,0.975000001862645,741.179218783079,1.01591422628543,"BMU",575.719,1.59142262854259,"BMU",NA,NA,0.975086236605627,22.46873,1.36034916513334,NA,504.8438278129,NA,NA,462537.287735257,0,0.01155,NA,797739.408570543,0,0,NA,875693.935318324,NA,1487024.09758752
"23",23,"Bhutan","BTN",0.0608544705263675,2446674101.3737,21,10.54858,1.261443,18.455,25,46.5731,48.0086,2.91533533648196,1,-13.5964683216534,44433000,17.6094929945772,-1.03302598755157,1.06085447052637,4971023948.09264,"BTN",13.6063342409668,11.7653599244578,0.989669740124484,7696.81112028915,1.13596468321653,"BTN",1001.091,13.5964683216534,"BTN",0.171704224823375,0.306996148894448,1.0369838593365,22.3268916816077,2.46515961452547,-1.18092007579138,498.490092162244,16.4013067841444,13273853.8733967,19200790.1928319,0.027357,48.0077,24682260.3181107,30243958.0308806,0,0,13686937.2065997,9782359.64411728,37080736.6588002,15663660.8039965
"24",24,"Bolivia","BOL",0.0488682810073351,40287647756.8741,55,13.89552,-1.578444,9.57869,21,54.7661,30.867,2.25954083941753,1,-6.79501373340594,384942000,19.7686032315527,0.153817913266109,1.04886828100734,71420573928.534,"BOL",34.7872242222838,35.5438861366964,1.00153817913266,58434.5530759797,1.06795013733406,"BOL",20410.522,6.79501373340594,"BOL",0.289139535206209,0.275298794141849,0.996938922156995,24.9918518150442,3.57076816218194,-1.28989824700354,624.592657145129,18.0666417989514,70184763.3366351,54640041.9151004,0,30.8655,109312021.290868,83902160.3016492,0,0,69344764.0503241,31018919.835656,111755056.474833,48291967.5403493
"25",25,"Bosnia and Herzegovina","BIH",0.0171672604427542,20161865419.4327,7,10.84349,-0.7116999,69.8705,4,66.3814,1.41367,4.24664352868589,1,-3.77231653978473,4566500,15.3342576051139,0.23138246042503,1.01716726044275,24730858274.0956,"BIH",43.14453125,44.5633511019124,1.00231382460425,40207.092198495,1.03772316539785,"BIH",22233.021,3.77231653978473,"BIH",0.558457900060887,0.427525356143273,0.983440784165187,23.9313176236638,3.79691179705328,-0.849741679748402,572.707963204683,16.0900318570838,9723263.36358401,12061599.5089833,0,1.41423,8341864.69043856,19214986.146966,0,0,9492942.18680837,8266906.94287768,8384126.67490696,13291449.4405198
"26",26,"Botswana","BWA",0.0392007674211672,18616018903.4434,16,13.24764,1.531405,3.59873,11,70.9802,29.1422,1.28058100544357,1,-7.14256204216264,NA,NA,0.0230907106479838,1.03920076742117,29531147081.1206,"BWA",45.6330167970197,45.7807562407584,1.00023090710648,21210.5508803579,1.07142562042163,"BWA",7033.306,7.14256204216264,"BWA",0.197017742213324,0.180931420928,0.994690662301896,24.1087113765506,3.82386383340848,-1.70963720941378,581.229964237821,19.016623897238,181474171.768648,185783739.257492,0,29.1433,175737489.101847,276904753.957416,0,0,181015832.952512,108123555.498768,230218260.400453,163292518.107224
"27",27,"Brazil","BRA",0.0156647292947527,1868626087908.48,175,15.93875,-0.5654845,23.8226,80,113.4,29.2598,3.17063470994364,1,-4.71463127364533,NA,NA,0.3895862974628,1.01566472929475,2251784683863.08,"BRA",33.9245334488295,35.8224419007184,1.00389586297463,1107226.64358056,1.04714631273645,"BRA",529808.16,4.71463127364533,"BRA",0.159730474611126,0.139040280912364,0.991367217118011,28.4427442105617,3.57857456574167,-1.97299159709624,808.989698227443,22.5276798019856,6076409416.53056,11154013676.2684,1.72064,25.9646,14044668740.1486,15047271676.945,0,0,5896738400.19293,6739841637.724,13664580995.029,9204550113.61368
"28",28,"British Virgin Islands","VGB",NA,NA,3,5.010635,NA,185.995,1,138.699,8.91921,5.22571979163145,1,-3.75891291984198,NA,NA,0,NA,NA,"VGB",46.6666666666667,46.6666666666667,1,324.275097112903,1.03758912919842,"VGB",179.683,3.75891291984198,"VGB",NA,NA,NA,30.39458,3.8430301339412,NA,923.8306,NA,NA,NA,0.286761,0.040733,NA,NA,0,0,NA,NA,NA,NA
"29",29,"Brunei Darussalam","BRN",0,13567351175.0315,31,8.569786,1.964203,75.7876,33,73.5477,46.8714,4.32793469087578,1,-8.46276356837038,NA,NA,3.56861529131278,1,13567351175.0315,"BRN",2.73244774545167,4.46422671797781,1.03568615291313,33415.8993740735,1.0846276356837,"BRN",9108.828,8.46276356837038,"BRN",0.27517478194873,0.681120364585622,1.05828088575153,23.3309320946161,1.49609601186681,-0.384016241628739,544.332392403586,16.0002329844043,8888181.0868695,39253686.7199797,18.8809,8.98941,50561090.9209602,60763011.5360221,0,0,8697030.44267426,7197352.77514084,49566218.0570895,11610928.2993096
"30",30,"Bulgaria","BGR",0.0203068122279856,65132951116.4756,17,11.59518,0.3747948,67.3264,8,60.5104,34.6991,4.20955243313426,1,0.598337495272134,75015000,18.1331986515032,-0.318557724865721,1.02030681222799,82902989508.8122,"BGR",46.2509211495947,44.2303901372771,0.996814422751343,38532.7508979329,0.994016625047279,"BGR",42416.189,-0.598337495272134,"BGR",0.334864510077664,0.116398057349872,0.936089315234809,25.1409369600637,3.7894121124897,-2.15073943325816,632.066711229895,17.6485753686323,46203927.7481607,28553319.7240992,0,28.2937,58417278.8977823,44543110.1130624,0,0,47551917.3210762,34170442.8531413,64355285.3769608,53073258.7690788
"31",31,"Burkina Faso","BFA",0.0561925050372741,14124775068.569,12,12.51942,-1.0813,60.878,9,58.3891,14.9753,4.10887186150264,1,-10.3727646011062,62423000,17.9494443551707,1.22882320193221,1.05619250503727,27220651562.4901,"BFA",44.2251461988304,52.4720354558317,1.01228823201932,13820.4652110936,1.10372764601106,"BFA",2849.259,10.3727646011062,"BFA",0.0968996212108428,0.134394414432957,1.0206543626713,24.0272417707859,3.96028036970076,-2.0069764110353,577.308347111799,17.0409359325736,25164276.1236097,48030143.0167061,0.321459,14.9769,21632662.0634683,73984247.7328337,0,0,22124769.9241999,13056636.7691494,25643609.7458815,20760049.0343066
"32",32,"Burundi","BDI",0.0264115462299887,3036931818.18182,15,10.15347,-2.843237,362.176,14,43.5374,7.59098,5.89213028152006,1,-9.76615019480966,4144000,15.2371720629215,1.34415818804562,1.02641154622999,4152344595.5597,"BDI",79.1666666666667,95.438682057227,1.01344158188046,1954.28130214017,1.0976615019481,"BDI",440.04,9.76615019480966,"BDI",0.0550472148708599,0.0916952315966666,1.03240645812783,22.1469389744431,4.55848396857054,-2.38928490110812,490.486905937707,15.0519556269088,3443350.80650757,9557168.55654692,0,7.59183,4100062.01182846,15311760.4831062,0,0,2669670.99430201,2214933.32377426,3342553.64388824,3677180.87601472
"33",33,"Cabo Verde","CPV",0.0252763134319375,1976814276.50792,7,8.301521,1.028214,125.514,4,79.4317,2.79683,4.83241730613504,1,-4.83254663362098,NA,NA,0.437150568729501,1.02527631343194,2667208451.78942,"CPV",19.6029776674938,20.8373942749241,1.0043715056873,1045.57185428202,1.04832546633621,"CPV",491.378,4.83254663362098,"CPV",0.149005141877367,0.117471302314032,0.985248217933559,21.7042982387431,3.03674917427516,-2.14156121085356,471.076562036305,14.8430875537712,2794287.05625726,6895982.27050093,4.50242,0.878073,4792904.69918613,11136341.5523528,0,0,2739608.3675551,4132362.44582136,3685272.53618713,6757081.16023212
"34",34,"Cambodia","KHM",0.0638214111662761,24542474061.2426,31,12.08119,-1.52078,83.9377,39,42.8024,26.0285,4.43007485700586,1,-10.7325844655069,NA,NA,0.186741363211941,1.06382141116628,51563580235.2933,"KHM",30.9030138227963,31.7208160918883,1.00186741363212,34158.9537295136,1.10732584465507,"KHM",6684.941,10.7325844655069,"KHM",0.132597516864565,0.156381451312805,1.01036458606291,24.6660814508397,3.45697312442712,-1.85545705564841,608.415574139457,16.6333590522239,16740793.9836091,21131323.8779628,0,20.6494,26291247.2397712,33207278.5028597,0,0,16532860.3066173,8853209.70316101,30801390.4013636,14210376.6095614
"35",35,"Cameroon","CMR",0.0427111616427416,38675205293.0462,29,13.06624,-2.185033,45.6445,46,62.0928,10.6004,3.82088311785474,1,-7.13716846036099,NA,NA,0.575343881659278,1.04271116164274,63885293892.8476,"CMR",20.6257536333058,22.3507032374368,1.00575343881659,21105.0752021489,1.07137168460361,"CMR",7003.97,7.13716846036099,"CMR",0.0932417041845055,0.109224288951079,1.00993707137421,24.8803550293211,3.10685778532685,-2.21435181411246,619.032066385064,16.64260342188,16896269.6013473,17117147.2326742,20.603,10.3821,149975665.415509,27037431.9032387,0,0,16449184.8589173,8216560.19997831,120812948.681486,13212467.2617904
"36",36,"Canada","CAN",0.016317320095467,1713341704877.01,24,16.02307,3.91746,3.81782,18,161.931,9.68705,1.33967957909004,1,0.24546780889796,7.2e+09,22.6973468629684,-0.507865542785207,1.01631732009547,2080635044078.76,"CAN",6.89183824507808,6.4176724781534,0.994921344572148,516479.309686991,0.99754532191102,"CAN",537193.498,-0.24546780889796,"CAN",0.332100773705034,0.167149174490376,0.957998097903894,28.3636942726975,1.8590555096238,-1.78886860486364,804.499152795054,22.7745212721974,7777659327.30783,9157087091.97091,0,6.47717,4527016957.60458,12412797859.3596,0,0,7818502249.49832,10907494675.1998,5065703463.14997,14722714754.18
"37",37,"Cayman Islands","CYM",0.00502790956146829,NA,3,5.480639,2.457674,243.05,1,147.629,10.7485,5.49326718349146,1,-1.82919340663614,NA,NA,0,1.00502790956147,NA,"CYM",11.2500001986822,11.2500001986822,1,725.319719314202,1.01829193406636,"CYM",542.716,1.82919340663614,"CYM",0.134129464074546,0.110990210004683,0.988234542952877,NA,2.42036814631107,-2.1983132797155,NA,NA,NA,NA,0.35241,0.103443,NA,NA,0,0,NA,NA,NA,NA
"38",38,"Central African Republic","CAF",0.00510349046019762,2219894701.95124,16,13.34227,-3.710005,7.08434,16,NA,18.0632,1.95788671425162,1,-2.53716956737776,NA,NA,-0.2484191674343,1.0051034904602,2359726929.97752,"CAF",8.15435487495586,7.87529127598747,0.997515808325657,448.97893212021,1.02537169567378,"CAF",300.694,2.53716956737776,"CAF",0.0947607959156608,0.148213378448351,1.02835051333773,21.5818117416526,2.06373017145466,-1.90910229726366,465.774598052136,14.608459122474,2209902.87038047,1196141.03673861,0,18.0648,2881218.17436955,2015816.42461654,0,0,2221165.05404505,1070300.13442685,3540265.84111577,1808628.95391655
"39",39,"Chad","TCD",0.0350460935178005,11273115239.4255,16,14.04599,-2.991876,10.2121,16,68.4415,20.353,2.32357329173239,1,-6.95383377158277,NA,NA,0.09198782724711,1.0350460935178,17043556849.5467,"TCD",39.6561308767471,40.1698991274391,1.00091987827247,2139.46748538471,1.06953833771583,"TCD",729.733,6.95383377158277,"TCD",0.0245071915572598,0.0200488830963975,0.987528844936309,23.5590380718674,3.69311793722637,-3.90958183269653,555.028274871699,16.4422302193575,13828333.8027378,9614416.96659496,0,20.3544,17509511.1687679,15401240.0516507,0,0,13716641.8718153,5519586.163082,19538220.3387339,8962039.50591684
"40",40,"Channel Islands","CHI",NA,NA,NA,5.288267,NA,817.27,NA,NA,NA,6.70596951762057,1,NA,NA,NA,0.974469346777413,NA,NA,"CHI",46.4646472917287,53.2212116605318,1.00974469346777,NA,NA,"CHI",NA,NA,"CHI",NA,NA,NA,NA,3.97445703230526,NA,NA,NA,NA,NA,5.03778,NA,NA,NA,0,0,NA,NA,NA,NA
"41",41,"Chile","CHL",0.0312080934850372,298231133532.749,35,13.51917,2.465261,23.4726,19,92.786,18.463,3.1558337834461,1,-3.40638876161317,58599000,17.8862281895552,-0.0365893137059495,1.03120809348504,431229769697.344,"CHL",21.1716498322513,21.0634555275368,0.999634106862941,141104.481495894,1.03406388761613,"CHL",82562.505,3.40638876161317,"CHL",0.204025649099994,0.103399304902549,0.958411581660187,26.7899068933449,3.04753957337611,-2.26915703934289,717.699111354088,20.3660644769526,699631605.734299,846795578.404944,1.33442,22.5575,621520173.677297,1216363465.82439,0,0,699882048.39567,665708043.427771,846947509.404569,961861494.139436
"42",42,"China","CHN",0.0810317201719954,13608151864637.9,96,16.05497,-0.3306336,143.945,73,69.9605,15.9927,4.9694312821722,1,-7.06857415219802,1.7e+10,23.5564791810026,0.264364223540008,1.081031720172,34662541008504.9,"CHN",56.2123131033498,58.328917518321,1.0026436422354,30696509.7637722,1.07068574152198,"CHN",10291926.878,7.06857415219802,"CHN",0.561035392241471,0.261345103614745,0.953375543106117,31.1766807099496,4.06609798270411,-1.34191350897194,971.985420090142,22.9430821060848,9205639350.44582,137382629411.175,0,15.0382,10134991101.6787,174345173130.901,0,0,8869926291.77989,71901985445.4451,13054797388.4203,92696779059.1723
"43",43,"Colombia","COL",0.0348496973223033,331047040087.878,126,13.91942,-0.4858393,41.6414,58,81.0713,14.5913,3.72909486469935,1,-4.4606933284224,226222000,19.2370273759797,0.591475827538499,1.0348496973223,499363773252.119,"COL",40.2574146575034,43.722239630246,1.00591475827538,169043.823557865,1.04460693328422,"COL",84091.644,4.4606933284224,"COL",0.13146867951481,0.0920081676382992,0.977941227039939,26.9366006716165,3.77785688867164,-2.38587792719653,725.580455742129,20.430998093202,746568620.133613,1142730693.7512,0.022342,13.6078,1311532327.64403,1629520297.29307,0,0,706745353.994128,642003602.604255,1050253552.72401,928430818.539883
